,X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,Y0,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Z0,Z1,Z2,Z3,Z4,Z5,Z6,Z7,Z8,Z9,XAVG,YAVG,ZAVG,XPEAK,YPEAK,ZPEAK,XABSOLDEV,YABSOLDEV,ZABSOLDEV,XSTANDDEV,YSTANDDEV,ZSTANDDEV,XVAR,YVAR,ZVAR,XMFCC0,XMFCC1,XMFCC2,XMFCC3,XMFCC4,XMFCC5,XMFCC6,XMFCC7,XMFCC8,XMFCC9,XMFCC10,XMFCC11,XMFCC12,YMFCC0,YMFCC1,YMFCC2,YMFCC3,YMFCC4,YMFCC5,YMFCC6,YMFCC7,YMFCC8,YMFCC9,YMFCC10,YMFCC11,YMFCC12,ZMFCC0,ZMFCC1,ZMFCC2,ZMFCC3,ZMFCC4,ZMFCC5,ZMFCC6,ZMFCC7,ZMFCC8,ZMFCC9,ZMFCC10,ZMFCC11,ZMFCC12,XYCOS,XZCOS,YZCOS,XYCOR,XZCOR,YZCOR,RESULTANT
10,0.155,0.81,0.03,0.005,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.6,0.385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13418414081647811,-0.7374690147918928,-0.0037273392446254415,0.4590720670391062,0.3065305544600512,0.3598734104046243,0.041319399778530747,0.011796775202690372,0.05430110007752225,0.0629282,0.0183162,0.0545296,0.250855,0.135337,0.233516,0.194986,0.275604,0.275162,0.274424,0.273393,0.272069,0.270454,0.268549,0.266356,0.263878,0.261118,0.258078,0.254762,0.333258,0.471046,0.470289,0.469029,0.467266,0.465003,0.462243,0.458987,0.455239,0.451004,0.446287,0.441091,0.435423,0.107741,0.152287,0.152042,0.151635,0.151065,0.150334,0.149441,0.148388,0.147177,0.145808,0.144283,0.142603,0.14077,0.874785,-0.217039,0.0631071,-0.151663,-0.544363,0.45718,0.4051533219761499
11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.32399920778352687,0.12794501239408324,-0.9159470101762797,0.22702960893854748,0.20117100992021358,0.22196531791907514,0.0020212517654547746,0.0019261255507182146,0.0023291742035512573,0.00325873,0.00279394,0.00231571,0.0570853,0.0528577,0.0481218,0.210307,0.297259,0.296782,0.295986,0.294874,0.293446,0.291704,0.289649,0.287284,0.284612,0.281635,0.278356,0.274779,0.0849614,0.120089,0.119896,0.119575,0.119126,0.118549,0.117845,0.117015,0.116059,0.11498,0.113777,0.112452,0.111007,0.338937,0.479072,0.478303,0.477021,0.475228,0.472927,0.470119,0.466807,0.462996,0.458689,0.453891,0.448607,0.442842,-0.99953,0.999908,-0.999673,0.301595,-0.427443,0.0981912,0.4525258144143518
12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.746216753727956,-0.1273220679487387,0.21433440198711837,0.20659832402234635,0.22341210852572077,0.24754971098265893,0.0011514478386855072,0.0014754229776584374,0.0031713333825538043,0.00157357,0.00200382,0.00293875,0.0396682,0.044764,0.0542102,0.331239,0.468193,0.46744,0.466188,0.464436,0.462186,0.459442,0.456206,0.452482,0.448272,0.443583,0.438419,0.432785,0.0803133,0.113519,0.113337,0.113033,0.112609,0.112063,0.111398,0.110613,0.10971,0.108689,0.107553,0.1063,0.104934,0.129042,0.182395,0.182102,0.181614,0.180931,0.180055,0.178986,0.177725,0.176274,0.174635,0.172808,0.170796,0.168601,0.999823,-0.999838,-0.999484,-0.266571,-0.341424,0.532352,0.4104418002294615
13,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48785268074501353,-0.2772532119307227,-0.7062983180737274,0.20132793296089385,0.19035029174124526,0.20599075144508672,0.0019340697959697901,0.0027022406736359134,0.003298857469821699,0.00289771,0.00443188,0.00326622,0.0538303,0.0665724,0.0571509,0.268672,0.379756,0.379146,0.37813,0.376709,0.374884,0.372659,0.370034,0.367013,0.363598,0.359795,0.355606,0.351037,0.193018,0.272822,0.272384,0.271654,0.270633,0.269322,0.267723,0.265837,0.263667,0.261214,0.258482,0.255473,0.25219,0.301726,0.426476,0.425791,0.42465,0.423054,0.421005,0.418505,0.415558,0.412165,0.408331,0.404059,0.399355,0.394223,-0.999839,-0.999943,0.999772,-0.238343,0.309779,-0.349411,0.43565083614365674
14,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.02625215590160011,0.008122741927644476,0.8804927360425151,0.22821843575418996,0.206460273640142,0.20178670520231215,0.0009246341447241913,0.0011327067963189865,0.0019703015984347894,0.00126663,0.00165592,0.00202359,0.0355898,0.0406929,0.0449843,-0.135552,-0.191596,-0.191289,-0.190776,-0.190059,-0.189139,-0.188016,-0.186691,-0.185167,-0.183445,-0.181526,-0.179412,-0.177107,-0.233673,-0.330286,-0.329756,-0.328872,-0.327636,-0.326049,-0.324113,-0.32183,-0.319203,-0.316233,-0.312925,-0.309282,-0.305308,0.3327,0.470257,0.469502,0.468244,0.466484,0.464225,0.461469,0.458218,0.454477,0.450249,0.445539,0.440353,0.434694,-0.97181,-0.998388,0.973895,0.0347994,0.144731,0.146636,0.39772103049056073
15,0.04,0.02,0.09,0.045,0.1,0.355,0.255,0.095,0.0,0.0,0.605,0.385,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.645,0.145,0.015,0.005,0.0,0.0,0.0,0.0,0.0,0.6642314262372193,-0.2989485281013561,-0.1478987955983017,0.28374022346368716,0.20121499863483303,0.23121387283236994,0.20971480860149458,0.11487199874866394,0.15131510945402193,0.295829,0.180637,0.174264,0.543901,0.425014,0.417449,0.428618,0.605833,0.604859,0.603239,0.600972,0.598061,0.59451,0.590323,0.585503,0.580056,0.573989,0.567306,0.560016,0.399228,0.564292,0.563385,0.561876,0.559764,0.557053,0.553746,0.549845,0.545356,0.540283,0.534631,0.528407,0.521617,0.362764,0.512751,0.511927,0.510555,0.508636,0.506173,0.503168,0.499624,0.495545,0.490935,0.485799,0.480144,0.473974,-0.643842,-0.238451,0.536658,0.326559,0.590019,0.210578,0.44648941348259913
16,0.285,0.245,0.095,0.08,0.1,0.115,0.025,0.01,0.015,0.03,0.505,0.11,0.185,0.095,0.05,0.02,0.015,0.005,0.0,0.015,0.3,0.11,0.155,0.09,0.05,0.155,0.05,0.04,0.015,0.035,0.1163155332194522,-0.28346402475576365,0.15144653361445665,0.2823491620111732,0.21988492147761632,0.2614919075144509,0.3527932312629715,0.41760082379624075,0.6135128650005538,0.462228,0.559454,0.594521,0.679874,0.747967,0.771052,0.514759,0.72759,0.726421,0.724474,0.721752,0.718256,0.713992,0.708962,0.703174,0.696633,0.689346,0.68132,0.672565,0.551694,0.779795,0.778542,0.776456,0.773538,0.769792,0.765221,0.759831,0.753628,0.746617,0.738807,0.730206,0.720823,0.540345,0.763754,0.762527,0.760483,0.757625,0.753956,0.74948,0.744201,0.738125,0.731258,0.723609,0.715185,0.705994,-0.513623,0.211117,0.134261,-0.479158,0.179374,0.232102,0.5378133365782428
17,0.0,0.015,0.93,0.055,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.14593040048193168,-0.73000016201416,0.2315474299357845,0.258891061452514,0.20884173163850378,0.2254335260115607,0.026753021994416856,0.01656795015511353,0.029212041788179703,0.0396429,0.0227487,0.0271656,0.199105,0.150827,0.16482,0.191293,0.270385,0.26995,0.269227,0.268215,0.266916,0.265331,0.263463,0.261312,0.258881,0.256173,0.25319,0.249937,0.336546,0.475694,0.474929,0.473657,0.471877,0.469591,0.466803,0.463515,0.459731,0.455454,0.45069,0.445443,0.439719,0.174905,0.247221,0.246824,0.246162,0.245237,0.24405,0.242601,0.240892,0.238925,0.236702,0.234226,0.2315,0.228525,-0.953418,0.958069,-0.984255,-0.0726863,0.351618,0.461598,0.4136320967910162
18,0.0,0.0,0.0,0.0,0.0,0.72,0.28,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8144695037919111,-0.11444194222575053,0.05885461494767447,0.2737430167597765,0.23061108920102338,0.26213179190751446,0.011376690029241899,0.006995359628770301,0.013082431983461922,0.0153973,0.00976458,0.0123911,0.124086,0.0988159,0.111315,0.346614,0.489923,0.489136,0.487825,0.485992,0.483638,0.480767,0.477381,0.473483,0.469078,0.464172,0.458768,0.452872,0.0843126,0.119172,0.118981,0.118662,0.118216,0.117643,0.116945,0.116121,0.115173,0.114102,0.112908,0.111594,0.11016,0.026927,0.0380601,0.0379989,0.0378971,0.0377547,0.0375718,0.0373488,0.0370857,0.0367829,0.0364407,0.0360595,0.0356397,0.0351818,-0.994771,0.960966,-0.949642,0.113369,-0.0140072,0.264228,0.43421930952960397
19,0.675,0.09,0.1,0.095,0.03,0.005,0.005,0.0,0.0,0.0,0.23,0.22,0.225,0.15,0.05,0.02,0.015,0.02,0.005,0.065,0.135,0.12,0.245,0.275,0.175,0.045,0.005,0.0,0.0,0.0,-0.8214030483829706,0.14114592615394586,0.18325968286976863,0.3889921787709497,0.2240805347409722,0.21647976878612718,0.618144565051621,0.309563596548398,0.2908357635940788,0.854557,0.493083,0.290154,0.924423,0.702199,0.53866,0.603106,0.852464,0.851094,0.848814,0.845624,0.841528,0.836532,0.83064,0.823858,0.816194,0.807656,0.798253,0.787996,0.541779,0.765781,0.764551,0.762502,0.759637,0.755958,0.751469,0.746176,0.740084,0.7332,0.72553,0.717083,0.707869,0.475187,0.671656,0.670577,0.66878,0.666267,0.66304,0.659104,0.654461,0.649118,0.643079,0.636352,0.628944,0.620862,-0.630237,-0.178275,-0.244294,-0.635785,0.127467,-0.393488,0.5942921461599971
20,0.0,0.08,0.915,0.005,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.235,0.73,0.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08021043250068081,-0.7713631871425563,-0.15451963530986146,0.23682290502793296,0.17883890018101103,0.2548606936416185,0.03212272314353728,0.015347636799708022,0.07678762597364244,0.0445605,0.0250096,0.0722053,0.211094,0.158144,0.26871,0.186739,0.263948,0.263524,0.262818,0.26183,0.260562,0.259015,0.25719,0.255091,0.252718,0.250074,0.247163,0.243987,0.33963,0.480052,0.479281,0.477997,0.4762,0.473894,0.47108,0.467762,0.463943,0.459628,0.45482,0.449524,0.443748,0.229916,0.324977,0.324454,0.323585,0.322369,0.320808,0.318903,0.316657,0.314071,0.31115,0.307895,0.30431,0.3004,-0.838573,-0.646956,0.832933,-0.00366669,0.20883,-0.511847,0.42508213677293744
21,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6774284323191311,-0.1503693922848857,0.3778634626308138,0.18915977653631286,0.20884173163850378,0.18712658959537573,0.001943021397643408,0.001366113558747621,0.003712780095241611,0.00264174,0.00202142,0.00356991,0.0513979,0.0449603,0.0597487,0.317955,0.449416,0.448694,0.447491,0.44581,0.443651,0.441017,0.43791,0.434335,0.430295,0.425793,0.420836,0.415429,0.105299,0.148836,0.148597,0.148199,0.147642,0.146927,0.146054,0.145026,0.143842,0.142504,0.141013,0.139371,0.13758,0.208285,0.294402,0.293929,0.293142,0.29204,0.290626,0.2889,0.286865,0.284523,0.281876,0.278928,0.275681,0.272138,-0.999883,0.999868,-0.999786,-0.170847,-0.661729,0.0644662,0.4035844661544345
22,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40126094455309913,-0.2382823258752815,-0.7729052941686162,0.2723463687150838,0.30337044565118465,0.26424450867052024,0.0011220335386676037,0.0012066333846033523,0.0012565801616892466,0.00147714,0.00168449,0.00117716,0.0384336,0.0410425,0.0343098,0.241629,0.341533,0.340984,0.34007,0.338792,0.337151,0.33515,0.332789,0.330072,0.327001,0.323581,0.319814,0.315704,0.169547,0.239648,0.239263,0.238621,0.237725,0.236573,0.235169,0.233512,0.231606,0.229451,0.227051,0.224408,0.221524,0.31414,0.444023,0.443309,0.442121,0.44046,0.438327,0.435724,0.432655,0.429123,0.425131,0.420684,0.415786,0.410443,-0.999958,-0.999988,0.999964,-0.000688454,0.100266,-0.0793211,0.42745932274102144
23,0.285,0.075,0.16,0.115,0.13,0.085,0.075,0.045,0.02,0.01,0.695,0.12,0.035,0.06,0.035,0.025,0.02,0.01,0.0,0.0,0.345,0.14,0.245,0.11,0.1,0.025,0.005,0.01,0.015,0.005,0.15075631916421162,-0.858440127667158,-0.04036314973668756,0.3301167597765363,0.4021958964091052,0.246978612716763,0.4148079384129805,0.6594866915195912,0.42331573701502456,0.554187,0.862785,0.438785,0.744437,0.928862,0.662409,0.551204,0.779102,0.777851,0.775766,0.772851,0.769108,0.764541,0.759156,0.752958,0.745954,0.738151,0.729557,0.720182,0.592495,0.837465,0.83612,0.833879,0.830746,0.826722,0.821814,0.816025,0.809363,0.801834,0.793446,0.784209,0.774132,0.533879,0.754615,0.753402,0.751383,0.74856,0.744934,0.740511,0.735296,0.729292,0.722508,0.71495,0.706627,0.697547,-0.342459,-0.329696,0.011949,-0.263302,-0.323557,-0.0428151,0.7308825574522825
24,0.0,0.0,0.015,0.01,0.035,0.58,0.305,0.045,0.0,0.01,0.15,0.745,0.1,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.135,0.76,0.075,0.015,0.01,0.005,0.0,0.0,0.0,0.0,0.8085105505079262,-0.11446381413735561,-0.14315724614658848,0.3080608938547486,0.4320728291316527,0.36608843930635837,0.07925350272858081,0.06457017909747387,0.10082413525785375,0.144837,0.10658,0.130723,0.380574,0.326466,0.361556,0.413798,0.584885,0.583946,0.582381,0.580192,0.577382,0.573954,0.569912,0.565259,0.56,0.554142,0.547691,0.540653,0.299696,0.423607,0.422927,0.421793,0.420208,0.418173,0.41569,0.412763,0.409393,0.405584,0.401342,0.396669,0.391572,0.346468,0.489717,0.488931,0.48762,0.485788,0.483435,0.480565,0.47718,0.473284,0.468881,0.463977,0.458575,0.452682,-0.654887,-0.615585,0.115402,0.097571,-0.013167,-0.551028,0.44692399958279727
25,0.355,0.33,0.205,0.105,0.005,0.0,0.0,0.0,0.0,0.0,0.97,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.385,0.11,0.02,0.005,0.01,0.005,0.005,0.0,0.0,-0.12273661277944196,-0.755163391280398,-0.2123694268742358,0.21250949720670392,0.21685374510815156,0.2300341040462428,0.1631784153675793,0.20896269454365338,0.2072575584185463,0.223404,0.281636,0.22889,0.472656,0.530694,0.478425,0.436184,0.616527,0.615537,0.613887,0.61158,0.608618,0.605005,0.600743,0.595838,0.590296,0.584121,0.57732,0.569902,0.476457,0.673452,0.67237,0.670568,0.668048,0.664812,0.660865,0.65621,0.650853,0.644798,0.638053,0.630625,0.622521,0.44865,0.634147,0.633129,0.631432,0.629059,0.626012,0.622296,0.617912,0.612867,0.607166,0.600815,0.59382,0.58619,0.453407,0.00427255,0.586476,0.173673,-0.315085,0.211377,0.4591706358863818
